term_id,english_term,description,transliteration,native_term
ISMT-1.5.2,Sankhya philosophy,,"Cāṅkiyaṅkam / ñāṉa
cāṅkiyam / yōka
cāṅkiyam","்சாஙகியஙகம் /
ஞா் ்சாஙகியம் /
தயாக ்சாஙகியம்"
ISMT-1.5.3,Mimamsa philosophy,,mīmāmcakam,மீமாம்்சகம்
ISMT-1.5.4,"Saiva Siddhanta
philosophy",,"Caiva cittāntam /
cittāntam","ை்சவ ்சிததாநதம் /
்சிததாநதம்"
ISMT-1.5.5,logic/ epistemology,"Process of arriving at an inference through evidence and
reasoning; methodology for understanding and deciphering
changes in the body / status of health",Aḷavai,அளைவ
ISMT-1.5.6,inference,,Karutal,கருதல்
ISMT-1.5.7,specific inference,A concept of specificity with unit inference,Viyaṭṭi,வியடடி
ISMT-1.5.8,textual reference,"Written will of the authority to which everyone is subject,
held as infallible evidence or proof by all",Urai,உைர
ISMT-1.5.9,absence of evidence,"Non-existence of evidence that leads to negation of a
statement in scientific discourse; non-existence is of five
types: mutual negation of identity of two things, relative
negation, non-existence caused by destruction, absolute
non-existence and previous non-existence",Apāvam,அபாவம்
ISMT-1.5.10,"inference by deduction
or elimination",,Oḻipu,ஒழிபு
ISMT-1.5.11,comparison,"Comparison between one thing and another, typically for the
purpose of explanation or clarification",Oppu,ஒப்பு
ISMT-1.5.12,fact,,Uṇmai,உணைம
ISMT-1.5.13,traditional beliefs,"Traditional beliefs, customs, and stories of a community,
passed between generations by word of mouth",Aitīkam,ஐதீகம்
ISMT-1.5.14,natural state,Normality,Iyalpu,இயல்பு
ISMT-1.5.15,misinterpretation,,Attiyārōpam,அததியாதராபம்
ISMT-1.5.16,damaging remark,,Apavātam,அபவாதம்
ISMT-1.5.17,unit of measure,,Piramāṇam/ aḷavu,பிரமாணம்/ அளவு
ISMT-1.5.18,perception,"There are seven types of visualization: doubtful visual
perception, altered perception, abnormal perception, visual
perception, mental perception, experience by perception and
perception using yogic techniques",Kāṭci,காட்சி
ISMT-1.5.19,vision,"Three types of kāṇṭal (vision) are defective vision /
hallucination, double vision and clear vision",Kāṇṭal,காணடல்
ISMT-1.5.20,virtual perception,,Kāṇāta kāṭci,காணாத காட்சி
ISMT-1.5.21,generalization,collective inference,Camaṭṭi,்சமடடி
ISMT-1.6.1,order of genesis,"Theory explaining the formation of the universe in
chronological terms: theory of creation / evolution theory",Tōṟṟakkiramam,ததாற்ற்ககிரமம்
ISMT-1.6.2,eternal,Anything whose origin or end is not defined,Aṉātittuvam,அ்ாதிததுவம்
ISMT-1.6.3,primordial matter,The primary material for formation of the universe,"Mūlappirakiruti/
avviyaktam/
ātikarppam/ ātivastu","மூலப்பிரகிருதி /
அவவிய்கதம் /
ஆதிகர்ப்பம் /
ஆதிவஸ்து"
ISMT-1.6.4,soul,"Something ethereal that exists apart from the physical body,
having its own independent existence; refers to the soul
called cīvātmā which is the miniature representation of the
universal soul","Cīvāṉmā /cīvaṉ/
Vicuvaṉ / Ātmā, Āvi","்சீவானமா /்சீவன/
விசுவன / ஆதமா"
ISMT-1.6.5,union,Human soul becoming one with universal soul,Ilayam,இலயம்
ISMT-1.6.6,ethereal matter,"Something abstract, which cannot be seen and is only felt or
experienced",Aruvapporuḷ / aruvam,"அருவப்பபாருள /
அருவம்"
ISMT-1.6.7,perceptible matter,"Matter which has a definite shape and can be felt
through the senses",Uruvapporuḷ,உருவப்பபாருள
ISMT-1.6.8,basic unit of matter,"Fundamental unit of which all visible and invisible forms of
matter are constituted",Karupporuḷ,கருப்பபாருள
ISMT-1.6.9,basic tenets,"Pati, pacu and pācam are the three basic tenets of Saiva
Siddhanta philosophy; pati corresponds to supreme being,
pacu to soul and pācam to bondage; both supreme being
and soul are eternal entities but the capabilities of the pacu
are limited due to the bondage or pācam; supreme being
knows everything and soul is capable of knowing when
taught; supreme being created bodies to enlighten souls
with perfect philosophy and ultimate reality","Meyporuḷkaḷ-
pati,pacu,pācam","பமயபபாருளகள-
பதி,பசு,பா்சம்"
ISMT-1.6.10,"power of all creation
and action of the
microcosm and
macrocosm","1. Concealing power; 2. Revealing power; 3. Intellectual
power; 4. Supreme power; 5. Primeval power; 6. Willpower;
7. Creative power",Cakti,்ச்கதி
ISMT-1.6.11,"five major functions
of creator","Creation, preservation, destruction, blessing and making
things subtle",Aintutoḻil,ஐநது பதாழில்
ISMT-1.6.12,four types of birth,"1. birth from egg; 2. birth from sweat; 3. birth from womb; 4.
birth from earth",Nālvakai piṟappu,நால்வைக பிறப்பு
ISMT-1.6.13,life,,Uyir,உயிர்
ISMT-1.6.14,physical body,,Piṇṭam/caṭam/cēṭam,"பிணடம் /
்சடம் / த்சடம்"
ISMT-1.6.15,gross body,"The physical mortal body that eats, breathes and moves",Paruvuṭal,பருவுடல்
ISMT-1.6.16,causal body,"Generally, refers to the highest and innermost subtle body
that veils the true soul; constituted by the detached nature of
gross and subtle body",Kāraṇavuṭal,காரணவுடல்
ISMT-1.6.17,deed,Broadly two types: good deeds and bad deeds,Viṉai,விை்
ISMT-1.6.18,goodwill,,Aruñcittam,அருஞ்சிததம்
ISMT-1.6.19,destiny,,Pirārattam,பிராரததம்
ISMT-1.6.20,free from impurity,Immaculate,Nirmalam,நிர்மலம்
ISMT-1.6.21,medical treatise,"A compendium on diagnosis, treatment, formulations and
procedures",Vākaṭam,வாகடம்
ISMT-1.6.22,guru,"A person who gives true knowledge and skills to his students
and provides guidance for enlightenment",Kuru,குரு
ISMT-1.6.23,"teacher- disciple
connect",Legacy of guru,Kuru muṟai,குரு முைற
ISMT-1.6.24,"practice leading
to wisdom",Wisdom gained through practice,Ceyakaṇṭi ñāṉam,ப்சயகணடி ஞா்ம்
ISMT-1.6.25,scripturist,,Ñāṉi,ஞா்ி
ISMT-1.6.26,expert/ proficient,,Vallōr,வல்தலார்
ISMT-1.6.27,sage,,Muṉi,மு்ி
ISMT-1.6.28,sagacious person,,Maṟaiyōr,மைறதயார்
ISMT-1.6.29,alchemy,"Process of converting the lower elements to higher
elements like gold","Iracavātam / vātacitti /
vētai/ ēpam/ ēmavittai /
Vātavittai / racavittai","இர்சவாதம்/
வாத்சிததி /
தவைத/ ஏபம்/
ஏமவிதைத /
வாதவிதைத /
ர்சவிதைத"
ISMT-1.6.30,alchemists,Experts in transmuting base metals into noble ones,Vāti / racavāti,வாதி / ர்சவாதி
ISMT-1.6.31,period,,Kālam,காலம்
ISMT-1.6.32,lunar fortnight,,Paṭcam,பட்சம்
ISMT-1.6.33,24 minutes,Time period equivalent to 24 minutes,Nāḻikai / kaṭikai,நாழிைக/ கடிைக
ISMT-1.6.34,lunar days,Fifteen crater dates mentioned in Siddha system of medicine,Titi,திதி
ISMT-1.6.35,waxing period,Fourteen days from new moon day to full moon day,Cukkila paṭcam,சு்ககில பட்சம்
ISMT-1.6.36,waning period,Fourteen days from the full moon day to new moon day,Kiruṣṇa paṭcam,கிருஷண பட்சம்
ISMT-1.6.37,auspicious period,Auspicious duration of the day,Cupa ōrai,சுப ஓைர
ISMT-1.6.38,epoch,,Yukam,யுகம்
ISMT-1.6.39,"proximity of sun rays
shifts to northern
hemisphere","Six-month period during which proximity of sun rays shifts to
northern hemisphere, corresponding to second half of early
winter to first half of late summer",Uttirāyaṇam,உததிராயணம்
ISMT-1.6.40,"proximity of sun rays
shifts to southern
hemisphere","Six-month period during which proximity of sun rays shifts to
southern hemisphere, corresponding to the second half of
late summer to the first half of early winter",Taṭciṇāyaṉam,தட்சிணாய்ம்
ISMT-1.6.41,technique,Method,Upāyam,உபாயம்
ISMT-1.6.42,"correct/ prescribed
order",,Kiramam,கிரமம்
ISMT-1.6.43,all forms of art,,Cakalakalai,்சகலகைல
ISMT-1.6.44,renunciation,Reclusion,Tuṟavu,துறவு /
ISMT-1.6.45,spiritual ambition,Pursuit of enlightenment,Akaṇṭavirtti,அகணடவிர்ததி
ISMT-1.6.46,chant,Chanting of spiritual syllables / mantra,Mantiram/uccāṭaṉam,மநதிரம்/உச்சாட்ம்
ISMT-1.6.47,supreme knowledge,Knowledge pertaining to the supreme,Parañāṉam,பரஞா்ம்
ISMT-1.6.48,path of wisdom,Path and principle leading to enlightenment,"Ñāṉamārkkam/
Aṉantamārkkam","ஞா்மார்்ககம் /
அ்நதமார்்ககம்"
ISMT-1.6.49,path of virtue,"1. A path of virtue to attain spiritual knowledge; 2. A moral
quality or character of one’s life conforming to the conduct of
moral and ethical principles; uprightness; rectitude",Caṉmārkkam,்சனமார்்ககம்
ISMT-1.6.50,short-lived pleasure,,Ciṟṟiṉpam,்சிற்றினபம்
ISMT-1.6.51,supreme bliss,,Pēriṉpam,தபாினபம்
ISMT-2.1.1,anatomy,,Uṭaṟkūṟukaḷ,உடற்கூறுகள
ISMT-2.1.2,whole body,,"Caṟuvāṅkam/
caruvāṅkam carvāṅkam","்சறுவாஙகம் /
்சருவாஙகம்
்சர்வாஙகம்"
ISMT-2.1.3,parts of body,,Avayaṅkaḷ,அவயஙகள
ISMT-2.1.4,left side of body.,,Vāma pākam,வாம பாகம்
ISMT-2.1.5,right side of body,,Takkaṇa pākam,த்ககண பாகம்
ISMT-2.1.6,somatotype,"Physical, functional and mental facets of an individual",Yākkai ilakkaṇam,யா்கைக இல்ககணம்
ISMT-2.1.7,muscle,,Tacai / pēci/ ūṉ,தை்ச / தப்சி/ ஊன
ISMT-2.1.8,fat or adipose tissue,,Koẕuppu,பகாழுப்பு
ISMT-2.1.9,blood,,"Cempuṉal/ kuruti/ cennīr/
irattam/ cōri","ப்சம்பு்ல்/ குருதி/
ப்சநநீர்/இரததம்/
த்சாாி"
ISMT-2.1.10,vein,,Cirai/nāḷam,்சிைர / நாளம்
ISMT-2.1.11,artery,,Nāṭi/ tamaṉi,நாடி / தம்ி
ISMT-2.1.12,decussation of nerve,,Katir narampu,கதிர் நரம்பு
ISMT-2.1.13,"nerves and blood
vessels",,Cukanarampu,சுகநரம்பு
ISMT-2.1.14,bone marrow,,maccai / majjai,மசை்ச / மஜைஜை
ISMT-2.1.15,joint,,Cantu / muṭṭi,்சநது / முடடி
ISMT-2.1.16,blood vessel to joint,,Canti nāṭi,்சநதி நாடி
ISMT-2.1.17,node,A small knob-like protuberance,Kaṇu,கணு
ISMT-2.1.18,spherical bony part,Head of humerus / Head of femur,Kuṇṭu maṇi,குணடு மணி
ISMT-2.1.19,foramen,,Curi,சுாி
ISMT-2.1.20,site of fracture,,Muṟitalam,முறிதலம்
ISMT-2.1.21,skin,,Carmam,்சர்மம்
ISMT-2.1.22,fontanelle,,"Cirattamar / ucci naṭu
tuvāram","்சிரததமர் /உச்சி நடு
துவாரம்"
ISMT-2.1.23,head,,Talai/ceṉṉi,தைல/ப்சன்ி
ISMT-2.1.24,skull,,Kapōlam/kapālam,கதபாலம் / கபாலம்
ISMT-2.1.25,occipital groove,,Piṭar cuẕi,பிடர் சுழி
ISMT-2.1.26,glabella,,Puruvamatti,புருவமததி
ISMT-2.1.27,face,,Mukam,முகம்
ISMT-2.1.28,trochlear nerve,,Ciṟunarampu,்சிறுநரம்பு
