term_id,english_term,description,transliteration,native_term
IUMT-3.1.81,vital pneuma,"The pneuma found in the organs of the vital
faculty whose centre is heart and helps vital
faculty to perform its functions",Rūḥ Ḥaywāniyya,ہیناویح حور
IUMT-3.1.82,physical pneuma,"The pneuma found in the organs of the physical
faculty whose centre is liver and helps physical
faculty to perform its functions",Rūḥ Ṭabī‘iyya,ہیعیبط حور
IUMT-3.1.83,faculty(ies)/power(s),"One of the seven factors of existence, which
provides the basis for different bodily functions",Quwwat/ Quwā,یٰ وق/توّ ق
IUMT-3.1.84,physical faculty,"Faculty serving the functions of nutrition, growth,
reproduction and evacuation of waste products
from the body for the preservation of the
individual as well as the species",Quwwat Ṭabī‘iyya,ہیعیبط توق
IUMT-3.1.85,"primary physical
faculties","Physical faculties responsible for preservation of
the individual as well as the species","Quwā Ṭabī‘iyya
Makhdūma",ہمودخم ہیعیبط ےئاوق
IUMT-3.1.86,personal faculty,"Primary physical faculty making alteration in the
food for the preservation of the individual",Quwwat Shakhṣiyya,ہیصخش توق
IUMT-3.1.87,nutritive faculty,"One of the type of physical faculties making
alteration in the food in such a manner that it
becomes temperamentally similar to the body
and suitable to replace daily wear and tear",Quwwat Ghādhiya,ہیذاغ توق
IUMT-3.1.88,collecting faculty,"One of the three components of nutritive faculty,
which selects and collects the matter
for digestion",Quwwat Muḥaṣṣila,ہلصّ حم توق
IUMT-3.1.89,adhesive faculty,"One of the three components of the nutritive
faculty, which attaches
digested matter to the organs for their nutrition",Quwwat Mulaṣṣiqa,ہقصلم توق
IUMT-3.1.90,faculty of assimilation,"One of the three components of the nutritive
faculty, which transforms the matter attached to
the organ by the adhesive faculty in such a way
that it resembles the nourished organ in all
respects and becomes a part of that organ",Quwwat Mushabbiha,ہّبشم توق
IUMT-3.1.91,faculty of growth,"One of the physical faculties, which develops
the organs in the required form and size and
integrates the nutrient material to complete
individual development","Quwwat Nāmiya /
Quwwat Murabbiya",ہیّبرم توق / ہیمان توق
IUMT-3.1.92,reproductive faculties,"Primary physical faculties provided to an
individual for preservation of its species",Quwā Tanāsuliyya,ہیلسانت ےئاوق
IUMT-3.1.93,generative faculty,"One of the reproductive faculties, which forms
the male and female reproductive units",Quwwat Muwallida,ہدّلوم توق
IUMT-3.1.94,"primary transformative
faculty","Faculty in the male element separating various
faculties in the sperm and rearranging them to
provide each member the temperament
appropriate for it",Quwwat Mughayyira Ūlā,یٰ لوا ہرّیغم توق
IUMT-3.1.95,formative faculty,"One of the reproductive faculties, which gives
shape to each organ of body in accordance with
the species or race",Quwwat Muṣawwira,ہروّ صم توق
IUMT-3.1.96,"secondary
physical faculties","Faculties that help in the actions of
nutritive faculty",Quwā Ṭabī‘iyya Khādima,ہمداخ ہیعیبط ےئاوق
IUMT-3.1.97,absorptive faculty,"Faculty which serves the nutritive faculty and
absorbs beneficial material into the body",Quwwat Jādhiba,ہبذاج توق
IUMT-3.1.98,retentive faculty,"Faculty which serves the nutritive faculty and
retains the dietary material until the digestive
faculty completes its work",Quwwat Māsika,ہکسام توق
IUMT-3.1.99,digestive faculty,"Faculty which serves the nutritive faculty and
digests the dietary material to make it part
of an organ","Quwwat Hāḍima/
Quwwat
Mughayyira Thāniyya","ہرّیغم توق / ہمضاہ توق
ہیناث"
IUMT-3.1.100,expulsive faculty,"Faculty which serves the nutritive faculty and
expels waste products from body",Quwwat Dāfi‘a,ہعفاد توق
IUMT-3.1.101,vital faculty,"Faculty which is essential for life and reaches
from heart to body organs through arteries and
keeps them alive",Quwwat Ḥaywāniyya,ہیناویح توق
IUMT-3.1.102,"psychic faculty /
mental faculty","Faculty which is furnished in an individual for
sensory/perceptive and motor/motive function of
the body; it controls nervous tissues to perform
the functions of sensation/perception and
regulates the nervous system for motor activity",Quwwat Nafsāniyya,ہیناسفن ت وق
IUMT-3.1.103,"motor faculty/
motor power","Type of psychic and mental faculty which
regulates motor activities in the body; the motor
faculty contracts and relaxes the tendons,
through which the organs and the joints
extend and flex","Quwwat Muḥarrika /
Quwwat Ḥarakiyya","/ ہکرّ حم توق
ہیکرح توق"
IUMT-3.1.104,"motivating faculty/
preparatory faculty","One of the motor faculties that prepares the
mind to do something either in favour or
against the will","Quwwat Shawqiyya /
Quwwat Nuzū‘iyya/
Quwwat Isti‘dādiyya","توق / ہیقوش توق
ہیدادعتسا توق /ہیعوزن"
IUMT-3.1.105,desiring faculty,"A subserving faculty of the motivating faculty,
which directs the mind to obtain things
perceived to be useful",Quwwat Shahwāniyya,ہیناوہش توق
IUMT-3.1.106,"raging power/
protective faculty","A subserving faculty of the motivating faculty,
which directs the mind for a reaction against a
threat or an event comprehended to be harmful",Quwwat Ghaḍabiyya,ہیبضغ توق
IUMT-3.1.107,"stimulating power/
efficient faculty","One of the motor faculties, which helps in
directing the organs for actions",Quwwat Fā‘ila,ہلعاف توق
IUMT-3.1.108,"receptive faculty/
sensory faculty/
perceptive power","Type of psychic faculty which regulates sensory/
perceptive functions of body","Quwwat Mudrika/
Quwwat-i-Idrāk/
Quwwat Ḥissiyya","توق / ہکردم توق
ہیسّ ح توق /کاردا"
IUMT-3.1.109,"external
receptive faculty","One of the sensory faculties, which help to
interpret the outer sensations of the body",Quwwat Mudrika Ẓāhira,ہرہاظ ہکردم توق
IUMT-3.1.110,five external senses,"Five external senses, executed by external
sense organs, i.e., eye, ear, nose,
tongue and skin",Ḥawās Khamsa Ẓāhira,ہرہاظ ہسمخ ساوح
IUMT-3.1.111,power/sense of vision,"Capability of eyes to focus and detect images/
power which performs the functions of vision",Quwwat Bāṣira,ہرصاب توق
IUMT-3.1.112,hearing power,"Power/sense which perceives sounds and
performs the function of hearing",Quwwat Sāmi‘a,ہعماس توق
IUMT-3.1.113,smelling power,Power/sense which perceives odours,Quwwat Shāmma,ہمّ اش توق
IUMT-3.1.114,power of taste,Sense/capability to detect different tastes,Quwwat Dhā’iqa,ہقئاذ توق
IUMT-3.1.115,tactile sensation,Power which perceives sensation of touch,Quwwat Lāmisa,ہسملا توق
IUMT-3.1.116,"internal perceptive
faculty/ receptive
power","One of the sensory faculties, which recognises,
receives and collects the sensations forwarded
by external senses; this faculty has its centre/
seat inside the brain",Quwwat Mudrika Bāṭina,ہنطاب ہکردم توق
IUMT-3.1.117,"faculty of composite
sense","One of the five internal perceptive faculties,
which receives all sensations, composes them
into percepts and enables proper sensory
appreciations",Ḥiss Mushtarak,کرتشم سّ ح
IUMT-3.1.118,faculty of imagination,"One of the five internal perceptive faculties,
which preserves knowledge perceived by the
faculty of composite sense and the knowledge
or sense with which new sensory experiences of
the same or similar types can be compared",Quwwat-i-Khayāl,لایخ توق
IUMT-3.1.119,"faculty of imagination
with interpretation","One of the five internal perceptive faculties,
which interprets the meanings of those
particular forms perceived by faculty of
composite sense and decides what is in favour
of an individual and what is against him or her",Quwwat Wāhima,ہمہاو توق
IUMT-3.1.120,"faculty of memory /
cognitive faculty/
memorizing power","One of the five internal perceptive faculties,
which preserves the meanings derived by the
faculty of imagination with interpretation; the
memory may be instantaneous, short-term
or long-term","Quwwat Ḥāfiẓa /
Quwwat Dhākira",ہرکاذ توق / ہظفاح توق
IUMT-3.1.121,"faculty of modification/
administration","One of the five internal perceptive faculties,
which modifies various sensory information in
various ways and gives new dimensions to
preserved knowledge","Quwwat Mutaṣarrifa /
Quwwat Mufakkira/
Quwwat Mutakhayyila","توق / ہفرصتم توق
ہلیختم توق /ہرکّ فم"
IUMT-3.1.122,function(s),"Bodily activity, essential to fulfil the objectives of
the body, which is performed by the organs and
is testimony to the presence of faculties in them",Fi‘l/ Af‘āl,لاعفا /لعف
IUMT-3.1.123,physical functions,"Functions which are essential to energize all
powers and develop the organs",Af‘āl Ṭabī‘iyya,ہیعیبط لاعفا
IUMT-3.1.124,function of nutrition,"Function performed by the digestive faculty
which digests and transforms food to become
the part of the body",Fi‘l-i-Ightidhā’,ءاذتغا لعف
IUMT-3.1.125,function of absorption,"Process of absorption of food controlled by the
absorptive faculty",Fi‘l-i-Injidhāb,باذجنا لعف
IUMT-3.1.126,function of retention,"Function of retaining food at all sites of
digestion, controlled by the retentive faculty",Fi‘l-i-Imsāk,کاسما لعف
IUMT-3.1.127,function of digestion,"Function of digestion and transformation of food
into nutriment, controlled by the digestive faculty",Fi‘l-i-Inhiḍām,ماضہنا لعف
IUMT-3.1.128,function of expulsion,"Function of expulsion of undigested and waste
matter from the body, controlled by the
expulsive faculty",Fi‘l-i-Indifā‘,عافدنا لعف
IUMT-3.1.129,function of growth,"Function of nourishment and growth of the body,
controlled by the physical faculty",Fi‘l-i-Numū,ومن لعف
IUMT-3.1.130,function of reproduction,"Function of reproduction, controlled by the
reproductive faculty for continuation of
the species",Fi‘l-i-Tawlīd,دیلوت لعف
IUMT-3.1.131,psychic functions,Functions controlled by the psychic faculty,Af‘āl Nafsāniyya,ہیناسفن لاعفا
IUMT-3.1.132,sensory function,"Function controlled by the sensory faculty
through sensory nerves and associated organs",Fi‘l-i-Ḥiss,سح لعف
IUMT-3.1.133,motor function,"The function which is controlled by the motor
faculty and is executed by motor nerves and
associated organs; this term does not cover
Ḥarakat, mentioned under general terms; this is
in the context of function of motor nerves (not in
the context of bodily movements)",Fi‘l-i-Ḥarakat,تکرح لعف
IUMT-3.1.134,function of intellect,"Function controlled by the intellectual faculty; it
depends on the level of intellect of an individual
and thereby differs from person to person; this
term does not cover Tadbīr, mentioned under
Unani pharmacy and therapeutics; this is in the
context of function of psychic faculty; it is also
used for detoxification and processing of drugs
in Unani pharmacy and for therapeutic regimen
for various diseases",Tadbīr,ریبدت
IUMT-3.1.135,imagination,"Function performed when intellectual faculties,
such as faculty of modification, give new
dimensions to perceived sensations",Takhayyul,لّیخت
IUMT-3.1.136,"consideration/
contemplation/act
of thinking","Function performed when intellectual faculties,
such as the faculty of imagination with
interpretation, establish the meaning of the
perceived sensations",Fikr,رکف
IUMT-3.1.137,memorization,"Function performed when intellectual faculties,
such as faculty of memory, preserve knowledge
forwarded by the faculty of imagination with
interpretation",Ḥifẓ,ظفح
